900.484;101.019;200.032;307.351;592.292;;
-0.214888;-0.876148;-0.0722027;-0.278902;-0.601675;;
;;;;;;
;;;;;;
;Level;3;4;5;6;7
;Flux Loss;-0,21489;-0,87615;-0,07220;-0,27890;-0,60168
;Flux Error;9,00484;10,10190;2,00032;3,07351;5,92292
